Unix,Alabama,Arizona,Arkansas,AZ,B.C.,Bahama Islands,BajaCalifornia,Bermuda region,Ca,California,Canada,Canadaregion,Coahuila,Colorado,Connecticut,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,La,Louisiana,Maine,Maryland,Mexico,Michigan,Minnesota,Mississippi,Missouri,Mn,Montana,Nebraska,Nevada,NewEngland,NewHampshire,NewJersey,NewMexico,NewYork,NM,NorthCarolina,NorthDakota,NorthPacificOcean,NV,Ohio,Oklahoma,OR,Oregon,Pasadena,Pennsylvania,Quebec,SD,Sinaloa,Son.,SouthCarolina,SouthDakota,Tennessee,Texas,Tn,Tx,USA,Utah,Va,Vermont,Virginia,Wa,Washington,WestVirginia,Wyoming,Grand Total
854755200,,,1,,9,,,,32,61,,,,,,,,1,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,4,,,117
857174400,,2,1,,4,,,,25,62,1,,,,,,,2,,,,,,,,,,,,,,2,,3,,2,,,,,,,,,,,,1,,7,,,,,,,,,,1,,,,,,,,,7,,4,124
859852800,,,,,8,,,,30,74,1,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,8,,1,129
862444800,2,,1,,23,,,,24,72,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,8,,,138
865123200,,,,,30,,,,18,53,2,,,,,,,2,,,,,,,,,,2,,,,1,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,16,,7,134
867715200,,,,,39,,,,13,70,1,,,,,,,2,,,,,,,,,,3,,,,,,,,2,,,,,1,,,,,,,,1,2,,,,,,,,,2,,,,,1,,,1,,11,,,149
870393600,,,1,,54,,,,24,43,,,,,,,,1,,,,,,,,,,,,,,,,3,1,5,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,9,,,143
873072000,,,1,,33,,,,26,67,,,,,,,,1,1,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,1,,,1,,7,,3,148
875664000,3,,,,16,,,,18,76,,,,,,,,1,,,,,,,,,,,,,,,,2,,2,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,9,1,,133
878342400,,,,,16,,,,26,238,,,,,,,,2,,,,,,,,,,1,,,,,,2,,24,,,,,,,,,,,,,,1,,1,4,,,,,,,,,,,2,,,,,11,,,328
880934400,1,,1,,17,,,,43,147,1,,,,,,,,,,,1,,,,,,,,,,1,,1,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,222
883612800,,1,,,15,,,,16,169,,,,1,,,,2,,,,,,,,,,1,,,,3,,1,,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,6,,1,223
886291200,,,,,47,,1,,11,48,1,,,,,,,,,,,,,,,,,1,,,,3,,,,2,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,10,,,,,9,,1,137
888710400,,,,,12,,,,21,147,5,1,,,,,,2,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,3,,,,,8,,1,206
891388800,,,,,11,,,,14,55,1,,,2,,,,2,,,,,1,,,,,,,,,,,3,,14,,,,,,,,,,,,1,,5,,,,,,,1,,1,1,,1,,8,,,1,,14,,2,138
893980800,1,,,,12,,,,15,49,1,,,,,,,4,,,,,1,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,6,,2,96
896659200,1,,,,6,,,,88,83,,,,,,,,2,,,,,,,,,,1,,,,,,,1,2,,,,,1,,1,,,,,,,2,,,,,,,,,1,,,,,2,,,,,5,,6,202
899251200,,,,,25,,,,70,110,2,,,,,,,4,,,,,,,,,,,,,,2,,1,,3,,,,1,1,,,,,,,1,,4,,,,,,,,1,,,,,,1,,,,,5,,1,232
901929600,,1,,,13,,,,76,66,,,,,,,,4,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,9,,4,178
904608000,,,,,9,,,,55,57,,,,,,,,,,,,,,,,,,1,,,,1,,1,,2,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,8,,4,141
907200000,,1,,,39,,,,24,95,,,,,,,,2,,,,,,,,,,,,,,1,,1,,3,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,1,,8,,1,179
909878400,,2,1,,20,,,,21,69,,,,,,,,1,,,,,,,,,,1,,,,1,,5,,1,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,1,,,,,5,,5,137
912470400,,,,,23,,,,28,89,,,,,,,,,,,,,,,,,,,,,,,,2,,6,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,,,154
915148800,1,,,,11,,,,31,85,1,,,,,,,1,,,,1,1,,,,,1,,,,,,3,,14,2,,,,1,,,,,,,,1,5,,,,,,,,,,,,,,8,,,,,5,,9,181
917827200,,2,,,19,,,,17,44,1,,,,,,,1,,,,,,,,1,,1,,,1,,,2,,2,,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,,,,,,1,98
920246400,,,1,,26,,,,32,64,,,,,,,,5,,,,,,,,,,1,,,,1,,,,6,,,,3,1,,,,,,,,,4,,,1,,,,1,,,,,,,3,,,,,2,,,151
922924800,,,,,13,,,,33,72,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,6,,,,,8,,3,144
925516800,,,,,4,,,,192,103,,,,,,,,2,,,,1,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,5,,,,,,,,,1,,,,,,,,,,,,1,312
928195200,,,,,5,,,,54,57,,,,1,,,,5,,,,,,,,,,3,,,,2,,1,,8,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,3,,6,148
930787200,1,,,,7,,,,40,69,,,,1,,,,5,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,2,,,,,,,,,,,,,,7,,,,,9,,1,147
933465600,,,,,116,,,,24,55,,,,,,,,1,,,,,,,,,,,,,,1,,7,,97,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,4,,,,,6,,10,324
936144000,,,,,26,,,,35,41,1,,,1,,,,1,1,,,,,,,,,,,,,1,,6,,12,,,,,,,,,,2,1,,,2,,,,,,,,,1,,,,,11,,,,,10,,,152
938736000,,1,1,,47,,,,529,811,1,,,1,,,,2,,,,,,,,,,3,,,,2,,5,,11,1,,,,,,,,,3,,1,,1,,,,,,,,,,,,,,5,,,,,4,,7,1436
941414400,1,,1,,20,,,,158,100,,,,1,,,,5,,,,,,,,,,,,,,1,,6,,3,,,,,1,,,,,2,,,,4,,,,,,,,,,,,,,4,,,,,5,,2,314
944006400,,1,,,6,,,,66,108,,,,,,,,6,,,,,,,,1,,1,,,,1,,,,11,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,5,,1,213
946684800,1,,,,8,,,,59,71,1,,,,,,,2,,,,,,,,2,,,,,,,,,,5,,2,,,,,,,,1,,,,7,,,,,,,,,2,1,,,1,,,,,,3,,3,169
949363200,,,,,7,,,,56,30,1,,,2,,,,1,,,,1,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,5,,,,,,,,,,1,,,,1,,,,,5,,2,116
951868800,,1,,,10,,,,73,36,1,,,1,,,,,,1,,,,,,,,2,,,,,,1,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,11,,,,,5,,,145
954547200,,,,,14,,,,59,44,,,,,,,,2,1,1,,,,,,,,2,,,,,,7,,2,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,7,,3,145
957139200,1,1,,,52,,,,54,63,1,,,1,,,,2,,,,,,,,,,,,,,,,3,,2,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,5,,2,190
959817600,,,1,,6,,1,,65,53,,,1,,,,,2,1,,,,,,,,,1,,,,,,3,,5,1,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,1,,,,,8,,1,153
962409600,,,1,,14,,,,34,39,1,,,1,,,,1,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,1,3,,,,,,,,,1,,,,,,,,,,15,,1,116
965088000,,1,1,,12,,,,41,31,1,,,,,,,6,,1,,,,,,,,1,,,,1,,,,2,,,,,1,,,,,1,1,,,3,,,,,,,,,,,,6,,2,,,1,,7,,2,122
967766400,,,,,22,,,,72,33,1,,,,,,,3,,,,,,,,1,,1,,,,,,1,,6,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,14,,,156
970358400,,,,,18,,,,46,22,2,,,,,,,2,,,,,,,,,,2,,,,,,,,1,,1,,,,,,,,2,,1,,1,,,,,,,,,,,,,,2,,,,,24,,1,125
973036800,,,,,29,,,,19,34,1,,,,,,,1,,,,,,,,,,1,,,,,,2,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,20,,4,123
975628800,,,,,20,,,,48,61,,,,1,,,,1,,1,,,,,,,,1,,,,,,2,,8,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,1,,,,,20,,2,169
978307200,,1,,1,40,,,,41,25,,,,,,,,1,,,,,,,,,,,,,,,,1,,4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,23,,1,140
980985600,,,1,,13,,,,68,24,,,,,,,,1,,,,,,,,,,1,,,,,,1,,2,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,7,,,,,26,,2,148
983404800,1,,1,,4,,,,51,30,1,,,,,,,2,,,,,,,,,,,,,,1,,1,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,,,,,23,1,,124
986083200,1,,,,2,,,,119,23,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,26,,1,179
988675200,,1,5,,3,,,,89,20,,,,,,,,1,,,,,,,,,,,,,,1,,3,,1,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,3,,,,,21,,,151
991353600,,,,,11,,,,63,19,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,1,,,,,,1,1,,,2,,,,,,,,,,,,,,2,,,,,18,,,121
993945600,,,,,5,,,,230,26,,,,1,,,,1,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,2,,,,,20,,,295
996624000,,,1,,18,,,,74,32,,,,4,,,,1,,,,,,,,,,1,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,20,,,158
999302400,,,1,,7,,,,50,18,1,,,10,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,1,1,,,1,,15,,1,110
1001894400,,,,,13,,,,56,25,,,,,,,,3,,,,,,,,1,,,,,,,,3,,2,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,19,,,126
1004572800,,,,,10,,,,42,28,,,,1,,,,2,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,21,,2,113
1007164800,1,,1,,49,,,,52,27,2,,,1,,,,3,,,,,,,,,,,,,,,,4,,3,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,8,,2,155
1009843200,,,,,75,,,,53,12,,,,1,,,,2,,,,,,,,,,1,,,,,,2,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,1,,3,,,,,15,,4,172
1012521600,,,,,129,,,,39,23,2,,,,,,,1,,,,,,,,,,1,,,,1,,4,,6,,,,1,,,,,,1,,1,,1,,,,,,,,,,,,,,1,,,,,12,,,223
1014940800,,,,,52,,,,50,24,,,,4,,,,,,,,,,,,,,1,,,,1,,1,,4,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,20,,4,165
1017619200,,,1,,10,,,,30,25,,,,3,,,,3,,,,1,,,,,,,,,,,,3,,4,,,,,3,,,,,,1,,,,,,,,,,,,2,,,,,3,,,,,17,,3,109
1020211200,1,,,,6,,,,64,29,1,,,,,,,1,,,,,1,,,,,,,,,,,1,,3,,,,,1,,,,,,1,1,,6,,,,,,,,,,,,,,1,,,,,26,,2,145
1022889600,,,,,11,,,,45,11,1,,,4,,,,,,1,,,,,,,,1,,,,,,2,1,3,1,,,2,1,,,,,1,,,,5,,,,,,,,,,,,,,1,,,,,29,,,120
1025481600,,1,1,,8,,,,42,24,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,4,,,1,,,,,1,,,,,,4,,,,,25,,1,117
1028160000,,,,,5,,,,36,18,1,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,1,,,,,25,,,93
1030838400,,1,,,16,,,,48,20,1,,,1,,,,2,,,,,,,,,,2,,,,,,5,,2,,1,,2,,,,,,,,,,1,,,,,,,,,1,,,,,3,,,,,20,,,126
1033430400,,,,,6,,,,46,13,1,,,1,,,,3,,,,,,,,,,1,,,1,,,2,,2,,,,,,,,,,,,1,,4,,,,,,,,,1,,,,,,,,,,20,,3,105
1036108800,,1,,,12,,,,58,48,1,,,1,,,,3,,,,2,,,,,,,,,,,,2,1,3,,,,1,,,,,,,,,,4,,,,,,,2,,,,,,,4,,,,,17,,6,166
1038700800,,,,,14,,,,46,27,,,,1,,,,3,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,1,,,,,17,,,116
1041379200,,,,,14,,,,81,21,1,,,2,,,,1,,1,,,,,,,,3,,,,,,6,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,23,,1,161
1044057600,,,,,11,,,,85,38,1,,,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,,,,20,,2,165
1046476800,,1,,,7,,,,60,23,2,,,,,,,,,,,,,,,,,1,,,,,,2,,4,,,,,,,,,,,,,,3,,,,,,,1,,,,,,1,1,,,,,19,,1,126
1049155200,3,,1,,2,,,,44,27,,,,1,,,,,,,,2,,,,,,,,,,,,1,,4,,,,1,1,,,,,,,,,3,,,,,,,,,,,,1,,1,,,,,8,,1,101
1051747200,1,,,,7,,,,65,26,,,,,,,,1,1,,,,,,,,,,,,,1,,,,6,,,,,,,,,,,,,,2,,,,,,,1,1,1,,,,,2,,,1,,16,,2,134
1054425600,,,1,,9,,,,39,26,,,,,,,,,,,,,1,,,,,,,,,,,1,,3,,,,3,,,,,,,,,,1,,,1,,,1,1,,,,,,,,,,,,11,,,98
1057017600,1,2,,,4,,,,32,15,,,,,,,,,,,,,,,,,,,,,,2,1,,,4,,,,,,,,,,,2,,,3,,,,,,,1,,1,,,,1,1,,,,,11,,,81
1059696000,,1,,,4,,,,28,22,3,,,1,,,,,1,,,,,,,,,1,,,,2,,1,,6,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,24,,3,103
1062374400,2,1,1,,7,,,,31,19,1,,,1,,,,1,,,,,,,,,,2,,,,1,,1,,3,,,,1,,,,,,,,,,2,,,,,,,,,1,,,1,,1,,,,,13,,2,92
1064966400,2,,,,14,,,,45,28,4,,,1,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,1,,,1,3,,,,,,,1,,1,,,,,1,,,1,,18,,,125
1067644800,,1,,,10,,,,28,28,,,,1,,,,2,,,,,,,,,,3,,,,,,1,,8,,,,1,,,,,,1,,,,1,,,,,,,,1,,,,,,2,,,1,,15,,1,105
1070236800,,,3,,8,,,,580,20,,,,2,,,,,1,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,1,,3,,,,,9,,,1,,14,,1,649
1072915200,,,,,17,,,,188,26,,,,1,,,,,,,,,,,,,,1,,,,,,2,,2,,,,,,,,,,,1,,,1,,,,,,,,2,,,,,,,,,,,17,,10,268
1075593600,,,1,,13,,,,94,34,,,,,,,,1,,,,,,,,,,7,,,,1,,,,3,,,,1,,,,,,1,,,1,1,,,,,,,,,,,,,,4,,,,,6,,2,170
1078099200,2,1,,,9,,,,112,24,1,,,1,,,,3,,,,,,,,,,,,,,,,1,,1,,,,3,1,,1,,,,,,,2,,,,,,,,,1,,,,,5,,,,,15,,2,185
1080777600,,,,,11,,,,52,32,,,,1,,,,,,,,,,,,,,1,,,,,,2,,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,19,,4,127
1083369600,3,,,,2,,,,55,20,1,,,,,,,1,,,,,,,,,,1,,,,,,2,,3,,,,3,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,21,,,115
1086048000,,,,,5,,,,52,26,,,,,,,,2,1,,,,,,,,,,,,,3,,1,,4,,,,1,1,,,,,,1,2,,16,,,,,,,,,1,,,,,,,,,,19,,,135
1088640000,,,,,17,,,,64,23,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,6,20,,,,,,,1,,1,,,,,,,,,,8,,1,144
1091318400,2,,,,12,,,,54,23,2,,,,,,,,,,,,,,,,,9,,,,,,1,,4,,,,2,1,,,,,,,,2,2,,,,,,,1,,,,,,,,,,,,14,,3,132
1093996800,,,2,,15,,,,192,48,1,,,1,,,1,,1,1,,,1,,,,,3,,,,,,2,,,,,,,1,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,206,,,478
1096588800,,,,,8,,,,104,28,,,,1,,,,3,,,,,,,,,,,,,,,,2,,7,,,,1,,,,,,,,,,7,,,,,,,,,1,,,,,,,,,,521,,1,684
1099267200,2,,,,5,,,,58,21,,,,3,,,,1,,,,,,,,,,,,,,,,2,,3,,,,2,,,,,,,,1,,10,,,,,,,1,,1,,,,,,,,,,45,,,155
1101859200,,,,,12,,,,56,24,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,1,,47,,,146
1104537600,,4,1,,14,,,,57,19,2,,,1,,,1,1,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,13,,1,118
1107216000,,2,1,,16,,,,32,21,,,,,,,,4,,,,,,,,,,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,63,,2,150
1109635200,1,2,,,9,,,,60,18,4,,,,,,,2,,,,,,,,,,1,,,,,,1,,2,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,2,,,,,59,,,163
1112313600,,1,,,14,,,,44,13,1,,,2,,,,1,,,,,,,,,,4,,,,,,1,,5,,,,2,,,,,,,,1,1,2,,,,,,,,,3,,,1,,1,,,,,23,,,120
1114905600,,,3,,39,,,,57,31,,,,3,,,,,,,,,,,,,,,,,,1,,2,,1,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,13,,,154
1117584000,1,,,,4,,,,65,21,2,,,2,,,,,1,,,,2,,,,,1,,,,,,2,,1,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,3,,,,,18,,,127
1120176000,,3,1,,14,,,,53,16,3,,,2,,,,,,,,,,,,,,3,,,,1,,21,,2,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,60,,1,188
1122854400,,,1,,21,,,,71,16,,,,1,,,,,,,,,,,,,,2,,,,1,,8,,1,,,,3,,,2,,,2,,,1,1,,,,,,,,,,,,,,2,,,,,98,,,231
1125532800,,,,,10,,,,125,12,4,,,1,,,,13,,,,,1,,,1,,,,,,,,2,,5,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,4,,,,,95,,,275
1128124800,,,,,9,,,,66,23,2,,,2,,,2,5,,,,,,,,,,,,,,1,,2,,1,,,,1,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,41,,,158
1130803200,,1,,,10,,,,39,27,,,,1,,,,1,,,,,,,,,,,,,,,,3,,2,1,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,4,,,,,22,,,114
1133395200,,,,,11,,,,40,20,1,,,,,,,2,1,,,,,,1,,,2,,,,1,,4,2,,,,,2,,,1,,,1,,,,,,,,,,,,,,,,,,4,,,,,15,,1,109
1136073600,,,1,,33,,,,42,23,2,,,1,,,,1,1,,,,,,,,,5,,,,1,,2,,3,,,,2,,,,,,,1,,,1,,,,,,,,,,,,,,2,,,,,21,,,142
1138752000,,1,,,30,,,,44,24,3,,,2,,,,,,,,,,,,,,1,,,,,,3,1,3,,,,1,,,,,,1,1,,,,,,,,,,,,,,,1,,1,,,,,22,,,139
1141171200,1,,,,18,,,,54,29,1,,,,,,,1,1,,,,,,,,,,,,,1,,4,,3,,,,1,,,1,,,2,1,1,,1,,,,,,,,,1,1,,1,,,,,,,28,,1,152
1143849600,,,1,,7,,,,51,21,1,,,1,,,,,,,,,,,,,,1,,,,,,2,,3,,,,,,,,,,3,,1,,2,,,1,,,,,,1,1,,,,,,,,,20,,1,118
1146441600,1,,,,39,,,,41,19,2,,,1,,,,2,,,,,,,,,,7,,,,1,,2,,3,,,,2,,,,,,,1,,,1,,,4,,,,,,2,,,,,3,,,,,25,,1,157
1149120000,,,,,11,,,,55,15,3,,,1,,,,2,,,,,,,,,,1,,,,,,8,,3,,,,1,,,1,,,2,1,,,,,,,,,,,,1,,,,,2,,,,,24,,7,138
1151712000,1,,,,16,,,,42,17,,,,,,,,4,,,,,,,,1,,2,,,,,,4,,3,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,32,1,2,129
1154390400,,,,,11,,,,53,14,3,,,8,,,1,1,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,1,1,2,,1,,,1,,,,,,,1,,,,,,,,,37,,3,141
1157068800,,,,,10,,,,42,18,,,,8,,,1,1,,,,,,,,2,,,,,,,,1,1,1,,,,1,,,1,,,2,,,,1,,,,,,,1,,1,,,,,3,,,,,26,,,121
1159660800,,,1,,15,,,,27,32,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,1,,,1,,,1,,1,,2,,,,,,,,,1,,,,,1,,1,,,25,1,1,114
1162339200,,,,,12,,,,64,30,3,,,2,,,,1,,,,,,,,,,4,,,,,,1,,2,,,,,,,,,,1,,1,,2,,,,,,,,,,,,,,2,1,,,,16,2,,144
1164931200,,,,,11,,,,49,20,3,,,,,,,1,,,,,,,,2,,2,,,,,,,,2,,,,1,,,,,,,,2,,3,,,,,,,,,1,,,,,4,,,,,11,,1,113
1167609600,1,,1,,17,,,,56,16,3,,,1,,,,,,,,,,,,,,3,,,,,,1,,5,,,,1,,,,,,7,,1,,4,,,,,,,,,1,,,,,2,,,,,7,,4,131
1170288000,,,,,17,,,,55,24,,,,2,,,1,2,,,,,1,,,,,,,,,1,,2,,2,,,,,,,,,,1,,2,,3,,,,,,,,1,,,,1,,1,,,,,5,,2,123
1172707200,1,,,,13,,,,51,34,1,,,1,,,,2,,,,1,,,,,,1,,,,,,2,,3,,1,,,1,,,,,,1,,,7,,,1,,,,,,,,,,,,,,,,10,,1,132
1175385600,,,1,,6,,,,65,29,2,,,,,,,5,,,,,,,,,,,,,,,,,2,3,,,,,1,,,,,4,1,,,6,,,,,,,,,1,,,,,1,,,,,16,,,143
1177977600,1,,2,,9,,,,42,28,1,,,4,,,,1,,,,,,,,,,3,,,,1,,6,,1,,,,1,,,,,,,,1,,5,,,1,,,,,,,,,,,4,,1,,,18,,1,131
1180656000,,,,,14,,,,56,21,2,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,,,,6,,,,,,,,,1,,,1,,4,,,,,7,,,117
1183248000,1,1,,,8,,,,41,22,3,,,,,,,,,,,,,,,,,2,,,,,,1,,4,,,,,3,,,,,3,,,,9,,,1,,,,,,,,,,,5,,,,,5,,1,110
1185926400,,,,,8,,,,46,19,2,,,2,,,,2,,,,,,,,,,,,,,,,,,1,,,,1,1,,1,,,2,,,1,6,,,,,,,,,,,,,,1,,,,,1,1,,95
1188604800,,1,3,,5,,,,61,18,2,,,2,,,,1,,,,,1,,,,,5,,,,,,1,,4,,,,2,,,,,,,1,,,3,,,,,,,,,1,,,2,,2,,,,,5,,1,121
1191196800,,,,,6,,,,35,24,4,,,1,,,,,,,,,,,,,,2,,,,1,,2,,3,1,,,,,,,,,7,1,,,1,,,,,,,,,1,,,1,,1,,,,,3,,3,97
1193875200,,,1,1,8,,,,40,15,,,,4,,,,,1,,,,1,,,,,1,,,,1,,1,,,,,,1,,,,,,1,,,,4,,,,,,,,,1,,,,,6,,,,,4,,2,93
1196467200,,3,,,18,,,,30,19,5,,,2,,,,3,,,,,,,,,,1,,,,1,,2,,,,,,1,1,,1,,,4,,1,,,,,,,,,,,,,,,,4,,,,,2,,1,99
1199145600,2,1,,1,6,,,,32,30,3,,,1,,,,,,,,1,1,,,,,1,,,,1,,,,2,,,,1,,,,,,1,1,1,,2,,,1,,,,,,1,1,,,,1,,,,,5,,4,101
1201824000,1,,1,,211,,,,30,16,,,,2,,,,,,,,,,,,,,5,,,,,,4,,245,,,,1,1,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,3,,,525
1204329600,,5,,,10,,,,35,24,4,,,,,,,,,,,,,,,1,,1,,,,1,,3,,17,,,,,1,,,,,1,,,,2,,,,,,,,,,,,,,2,,,,,6,,3,116
1207008000,1,,1,,18,,,,40,13,1,,,4,,,,,12,,,,,,,,,,,,,,,2,,81,,,,2,,,,,,2,,,,6,,,,,,,,,,1,,,,5,,,,,7,,,196
1209600000,2,,1,,9,,,,56,11,,,,1,,,,1,1,,,,,,,,,2,,,1,2,,2,,23,,,,1,,,,,,5,,,1,4,,,,,,,,,1,,,,,3,,,,,4,,,131
1212278400,1,1,,,26,,,,63,16,2,,,,,,1,1,2,,,,,,,,,1,,,,,,2,,15,,,,2,,,,,,,,4,,4,,,,,,,,,,,,,,3,,,,,4,,3,151
1214870400,,,1,1,24,,,,45,23,1,,,2,,,,2,1,,,,,,,,,1,,,,,,1,,8,,,,1,,,,,,1,,,,3,,,,,,,,,,2,,,,,,,,,4,,,121
1217548800,1,,3,,7,,,,34,18,1,,,1,,,,2,,,,,,,,,,1,,,,1,,2,,5,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,4,,,,,4,,2,89
1220227200,,,1,1,4,,,,48,17,1,,,6,,,,,,,,,1,,,,,,,,,,,2,,12,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,7,,,,,4,,3,111
1222819200,,,1,,4,,,,64,16,2,,,3,,,,,,,,,,,,,,,,,,2,,,,14,,,,,,,,,,,,3,,,,,1,,1,,,,2,7,,2,,3,,,,,2,,,127
1225497600,,,2,,25,,,,67,16,1,,,3,,,,2,,,,,,,,,,3,,,,1,,1,,7,,,,,,,,1,,,,,,3,,,1,,,,,,2,3,,,,1,,,,,4,,3,146
1228089600,,,1,,15,,,,80,33,1,,,,,,,,,,,,,,,1,,2,,,,,,2,,8,,,,,,,,,,,,1,,1,,1,,,,,1,,1,1,,,,1,,,,,1,,39,190
1230768000,1,,2,,25,,,,60,18,1,,,1,,,,1,,,,,1,,,,,,,,,1,,,,10,,,,2,,,,,,,,1,,2,,,,,,,1,,1,,,,,1,,,,,6,,16,151
1233446400,,,1,,11,,,,39,10,,,,1,,,,2,,,,,,,,,,2,,,,,,2,,2,,,1,1,2,,,,,1,1,3,,1,,,,,,,,,,,,,,1,,,,,3,,,84
1235865600,2,,,,10,,,,68,24,3,,,1,,,,,,,,,,,,,,,,,,1,,5,,4,,,,1,1,,,,,,,3,,1,,,,,,,1,,1,,,,,5,,,,,10,,4,145
1238544000,2,,,,26,,,,55,20,,1,,2,,,1,1,,,,,,,,,,,,,,,,4,,9,,,,,,,,,,,1,,,3,,1,1,,,,,,,1,,,,4,,,,,13,,2,147
